screen_time,sleep_hours,stress_level,wellness_index,sleep_quality,fatigue_score,digital_balance,screen_time_category,physical_activity,caffeine_intake,work_hours,mood
2.5,0.5857142857142856,0.2222222222222222,1.0,Poor,0.9717460317460317,0.16734693877551018,Low,2,3,8,Relaxed
4.8,0.5142857142857142,0.5555555555555556,0.875,Poor,2.0393650793650795,0.08866995073891625,Moderate,1,3,6,Relaxed
5.3,0.7,0.3333333333333333,1.0,Poor,2.1133333333333333,0.1111111111111111,Moderate,0,0,12,Relaxed
8.5,0.18571428571428567,0.7777777777777777,0.5,Poor,3.6739682539682543,0.01954887218045112,High,3,3,10,Normal
6.0,0.39999999999999997,0.5555555555555556,0.5,Poor,2.5422222222222226,0.05714285714285714,Moderate,1,3,6,Relaxed
4.5,0.5571428571428572,0.6666666666666665,0.875,Poor,1.955238095238095,0.1012987012987013,Moderate,4,3,5,Relaxed
5.8,0.47142857142857136,0.6666666666666665,0.75,Poor,2.492380952380952,0.06932773109243696,Moderate,1,0,11,Relaxed
7.0,0.8285714285714285,0.4444444444444445,1.0,Poor,2.8120634920634924,0.10357142857142856,Moderate,4,2,10,Relaxed
5.4,0.7142857142857142,0.5555555555555556,1.0,Poor,2.2393650793650797,0.11160714285714284,Moderate,3,3,8,Relaxed
7.7,0.7285714285714284,0.5555555555555556,1.0,Poor,3.1565079365079365,0.08374384236453201,Moderate,2,0,10,Normal
6.2,0.5857142857142856,0.5555555555555556,1.0,Poor,2.5850793650793658,0.08134920634920634,Moderate,2,0,9,Relaxed
5.4,0.38571428571428573,0.6666666666666665,0.875,Poor,2.34952380952381,0.060267857142857144,Moderate,2,3,11,Relaxed
8.4,0.5714285714285714,0.4444444444444445,0.875,Poor,3.423492063492064,0.060790273556231,High,3,2,4,Normal
8.9,0.857142857142857,0.4444444444444445,1.0,Poor,3.5663492063492073,0.08658008658008656,High,1,2,5,Normal
8.3,0.8999999999999999,0.4444444444444445,1.0,Poor,3.317777777777778,0.09677419354838708,High,1,0,7,Normal
4.4,0.857142857142857,0.4444444444444445,1.0,Poor,1.7663492063492066,0.1587301587301587,Moderate,0,1,11,Relaxed
8.4,0.5714285714285714,0.5555555555555556,1.0,Poor,3.4679365079365083,0.060790273556231,High,1,0,6,Normal
8.0,0.6857142857142855,0.7777777777777777,0.75,Poor,3.373968253968254,0.07619047619047617,High,0,3,11,Normal
3.7,0.5857142857142856,0.4444444444444445,1.0,Poor,1.5406349206349208,0.12462006079027353,Low,1,0,6,Relaxed
5.3,0.4428571428571428,0.7777777777777777,1.0,Poor,2.3425396825396825,0.07029478458049886,Moderate,4,2,4,Relaxed
8.5,0.42857142857142855,0.7777777777777777,0.875,Poor,3.6253968253968254,0.045112781954887216,High,2,3,9,Normal
7.9,0.6428571428571428,0.5555555555555556,1.0,Poor,3.253650793650794,0.07223113964686997,Moderate,2,1,5,Normal
4.9,0.5142857142857142,0.4444444444444445,1.0,Poor,2.0349206349206352,0.08716707021791766,Moderate,0,1,8,Relaxed
3.8,0.5571428571428572,0.5555555555555556,1.0,Poor,1.630793650793651,0.11607142857142858,Low,1,1,12,Relaxed
8.6,0.2,0.7777777777777777,0.625,Poor,3.7111111111111112,0.020833333333333336,High,2,2,6,Normal
7.1,0.6142857142857141,0.7777777777777777,0.875,Poor,3.028253968253968,0.07583774250440915,Moderate,2,1,4,Normal
6.1,0.5857142857142856,0.5555555555555556,1.0,Poor,2.5450793650793653,0.08249496981891348,Moderate,4,0,10,Relaxed
4.4,0.9999999999999998,0.1111111111111111,1.0,Poor,1.6044444444444448,0.18518518518518512,Moderate,0,1,8,Relaxed
7.4,0.1285714285714285,1.0,0.5,Poor,3.3342857142857145,0.015306122448979583,Moderate,0,3,7,Normal
3.9,0.7285714285714284,0.2222222222222222,1.0,Poor,1.5031746031746032,0.1486880466472303,Low,2,1,12,Relaxed
4.2,0.6142857142857141,0.5555555555555556,1.0,Poor,1.7793650793650797,0.11813186813186809,Moderate,2,2,10,Relaxed
6.8,0.6857142857142855,0.5555555555555556,1.0,Poor,2.8050793650793655,0.08791208791208789,Moderate,0,0,9,Relaxed
8.0,0.7999999999999998,0.5555555555555556,1.0,Poor,3.2622222222222224,0.08888888888888886,High,4,1,12,Normal
6.3,0.6714285714285713,0.7777777777777777,1.0,Poor,2.696825396825397,0.09197651663405086,Moderate,3,1,10,Relaxed
5.3,0.25714285714285706,0.7777777777777777,0.875,Poor,2.3796825396825394,0.040816326530612235,Moderate,3,2,11,Relaxed
7.8,0.9999999999999998,0.1111111111111111,1.0,Poor,2.964444444444444,0.1136363636363636,Moderate,2,0,8,Relaxed
3.7,0.38571428571428573,0.5555555555555556,0.875,Poor,1.6250793650793653,0.08206686930091185,Low,2,2,5,Relaxed
4.1,0.5714285714285714,0.2222222222222222,1.0,Poor,1.6146031746031744,0.11204481792717087,Moderate,1,2,11,Relaxed
8.2,0.18571428571428567,1.0,0.5,Poor,3.642857142857143,0.020186335403726705,High,0,0,11,Normal
3.6,0.657142857142857,0.6666666666666665,1.0,Poor,1.5752380952380953,0.14285714285714285,Low,2,2,8,Relaxed
2.4,0.7428571428571427,0.3333333333333333,1.0,Poor,0.9447619047619047,0.21848739495798314,Low,3,0,12,Relaxed
4.0,0.39999999999999997,0.6666666666666665,1.0,Poor,1.7866666666666666,0.07999999999999999,Moderate,1,2,9,Relaxed
8.2,0.38571428571428573,0.8888888888888888,0.75,Poor,3.5584126984126985,0.04192546583850932,High,1,3,9,Normal
7.8,0.18571428571428567,1.0,0.625,Poor,3.482857142857143,0.021103896103896097,Moderate,2,1,12,Normal
3.1,0.7714285714285714,0.1111111111111111,1.0,Poor,1.1301587301587304,0.18815331010452963,Low,4,2,12,Relaxed
4.4,0.6428571428571428,0.3333333333333333,1.0,Poor,1.764761904761905,0.11904761904761903,Moderate,0,2,6,Relaxed
3.0,0.45714285714285713,0.3333333333333333,1.0,Poor,1.241904761904762,0.11428571428571428,Low,0,1,6,Relaxed
7.3,0.9428571428571426,0.6666666666666665,1.0,Poor,2.998095238095238,0.11359724612736657,Moderate,1,3,8,Relaxed
3.6,0.857142857142857,0.2222222222222222,1.0,Poor,1.3574603174603175,0.18633540372670807,Low,4,0,10,Relaxed
6.9,0.7285714285714284,0.5555555555555556,1.0,Poor,2.836507936507937,0.09222423146473777,Moderate,0,0,10,Relaxed
5.6,0.7,0.4444444444444445,1.0,Poor,2.2777777777777772,0.10606060606060606,Moderate,1,2,5,Relaxed
6.2,0.7571428571428571,0.5555555555555556,1.0,Poor,2.5507936507936515,0.10515873015873015,Moderate,1,3,4,Relaxed
2.6,0.5857142857142856,0.4444444444444445,1.0,Poor,1.1006349206349206,0.16269841269841268,Low,2,3,8,Relaxed
7.8,0.45714285714285713,0.6666666666666665,0.875,Poor,3.295238095238095,0.051948051948051945,Moderate,3,0,12,Normal
9.1,0.2714285714285715,1.0,0.625,Poor,3.9857142857142858,0.026874115983026883,High,1,1,4,Normal
9.0,0.6857142857142855,0.6666666666666665,0.875,Poor,3.7295238095238097,0.06857142857142855,High,0,1,9,Normal
6.1,0.32857142857142857,0.7777777777777777,0.625,Poor,2.6853968253968254,0.04627766599597586,Moderate,0,0,9,Relaxed
1.9,0.0,0.8888888888888888,0.625,Poor,1.1155555555555556,0.0,Low,1,2,8,Relaxed
5.3,0.7999999999999998,0.5555555555555556,1.0,Poor,2.1822222222222223,0.12698412698412695,Moderate,2,2,11,Relaxed
6.5,0.6142857142857141,0.6666666666666665,1.0,Poor,2.743809523809524,0.08190476190476188,Moderate,4,3,4,Relaxed
6.3,0.35714285714285715,0.8888888888888888,0.375,Poor,2.804126984126984,0.048923679060665366,Moderate,4,3,6,Relaxed
2.9,0.6428571428571428,0.1111111111111111,1.0,Poor,1.0758730158730159,0.16483516483516483,Low,4,3,8,Relaxed
7.4,0.5428571428571427,0.7777777777777777,0.75,Poor,3.162539682539683,0.06462585034013603,Moderate,0,3,8,Normal
7.5,0.8285714285714285,0.3333333333333333,1.0,Poor,2.9676190476190474,0.09747899159663864,Moderate,2,2,9,Relaxed
7.5,0.9571428571428569,0.4444444444444445,1.0,Poor,2.9863492063492068,0.11260504201680668,Moderate,3,2,10,Relaxed
4.6,0.4428571428571428,0.5555555555555556,0.875,Poor,1.9736507936507937,0.07908163265306122,Moderate,0,3,5,Relaxed
3.1,0.8714285714285712,0.0,1.0,Poor,1.0657142857142858,0.21254355400696862,Low,3,0,12,Relaxed
5.0,0.4428571428571428,0.5555555555555556,0.75,Poor,2.133650793650794,0.0738095238095238,Moderate,3,0,6,Relaxed
8.4,0.32857142857142857,0.6666666666666665,0.5,Poor,3.560952380952381,0.034954407294832825,High,4,3,9,Normal
4.1,0.5285714285714285,0.5555555555555556,1.0,Poor,1.7565079365079366,0.10364145658263305,Moderate,3,0,6,Relaxed
4.3,0.32857142857142857,0.5555555555555556,0.875,Poor,1.8765079365079367,0.06199460916442049,Moderate,1,2,8,Relaxed
3.9,0.7714285714285714,0.2222222222222222,1.0,Poor,1.4946031746031745,0.1574344023323615,Low,3,1,10,Relaxed
5.2,0.5428571428571427,0.5555555555555556,1.0,Poor,2.193650793650794,0.08755760368663591,Moderate,2,1,8,Relaxed
6.8,0.7,0.5555555555555556,1.0,Poor,2.8022222222222224,0.08974358974358974,Moderate,3,3,4,Relaxed
7.4,0.7142857142857142,0.6666666666666665,0.75,Poor,3.0838095238095242,0.08503401360544216,Moderate,3,3,6,Normal
3.5,0.8857142857142855,0.1111111111111111,1.0,Poor,1.2673015873015876,0.19682539682539676,Low,0,1,11,Relaxed
8.0,0.6428571428571428,0.6666666666666665,1.0,Poor,3.3380952380952382,0.07142857142857142,High,4,3,8,Normal
8.3,0.857142857142857,0.4444444444444445,1.0,Poor,3.326349206349207,0.0921658986175115,High,1,1,4,Normal
5.4,0.7,0.4444444444444445,1.0,Poor,2.197777777777778,0.10937499999999999,Moderate,1,3,10,Relaxed
3.2,0.6714285714285713,0.4444444444444445,1.0,Poor,1.3234920634920637,0.15986394557823125,Low,0,3,12,Relaxed
8.5,0.39999999999999997,0.7777777777777777,0.75,Poor,3.631111111111111,0.042105263157894736,High,4,0,7,Normal
6.8,0.8857142857142855,0.5555555555555556,1.0,Poor,2.7650793650793655,0.11355311355311352,Moderate,4,2,12,Relaxed
9.8,0.2714285714285715,1.0,0.625,Poor,4.265714285714286,0.025132275132275138,High,3,1,12,Normal
3.1,0.6857142857142855,0.2222222222222222,1.0,Poor,1.191746031746032,0.16724738675958184,Low,3,1,6,Relaxed
6.6,0.01428571428571429,1.0,0.5,Poor,3.0371428571428574,0.0018796992481203015,Moderate,2,2,7,Normal
8.9,0.7285714285714284,0.6666666666666665,1.0,Poor,3.680952380952381,0.07359307359307357,High,3,2,11,Normal
6.9,0.7428571428571427,0.3333333333333333,1.0,Poor,2.744761904761905,0.09403254972875223,Moderate,3,1,4,Relaxed
1.6,0.8714285714285712,0.2222222222222222,1.0,Poor,0.5546031746031748,0.3351648351648351,Low,1,0,4,Relaxed
1.8,0.5714285714285714,0.2222222222222222,1.0,Poor,0.6946031746031747,0.20408163265306123,Low,0,1,10,Relaxed
9.6,0.7285714285714284,0.6666666666666665,0.75,Poor,3.9609523809523806,0.068733153638814,High,4,3,4,Normal
4.8,0.6428571428571428,0.4444444444444445,1.0,Poor,1.9692063492063494,0.11083743842364531,Moderate,2,3,10,Relaxed
7.0,0.5999999999999999,0.4444444444444445,0.875,Poor,2.8577777777777778,0.07499999999999998,Moderate,4,0,7,Relaxed
3.4,0.4428571428571428,0.3333333333333333,1.0,Poor,1.4047619047619049,0.10064935064935063,Low,0,1,7,Relaxed
4.9,0.45714285714285713,0.7777777777777777,0.875,Poor,2.1796825396825397,0.07748184019370459,Moderate,0,1,8,Relaxed
7.9,0.7428571428571427,0.5555555555555556,0.875,Poor,3.233650793650794,0.08346709470304974,Moderate,3,2,5,Normal
6.6,0.7571428571428571,0.3333333333333333,1.0,Poor,2.621904761904762,0.09962406015037593,Moderate,1,2,4,Relaxed
5.1,0.5285714285714285,0.4444444444444445,0.625,Poor,2.112063492063492,0.0866510538641686,Moderate,0,2,7,Relaxed
7.6,0.7999999999999998,0.5555555555555556,0.875,Poor,3.102222222222222,0.09302325581395347,Moderate,3,3,8,Normal
5.9,0.857142857142857,0.4444444444444445,1.0,Poor,2.366349206349207,0.12422360248447202,Moderate,3,3,4,Relaxed
8.0,0.7142857142857142,0.5555555555555556,1.0,Poor,3.2793650793650797,0.07936507936507936,High,4,2,5,Normal
5.1,0.5142857142857142,0.7777777777777777,0.875,Poor,2.248253968253968,0.08430913348946135,Moderate,0,2,6,Relaxed
6.6,0.3428571428571429,0.6666666666666665,0.625,Poor,2.8380952380952382,0.04511278195488723,Moderate,1,2,9,Relaxed
10.0,0.1285714285714285,1.0,0.5,Poor,4.3742857142857146,0.011688311688311682,High,1,3,4,Normal
6.3,0.9285714285714284,0.2222222222222222,1.0,Poor,2.4231746031746035,0.1272015655577299,Moderate,4,0,12,Relaxed
7.4,0.5285714285714285,0.6666666666666665,1.0,Poor,3.120952380952381,0.0629251700680272,Moderate,2,1,5,Normal
2.5,0.10000000000000003,0.7777777777777777,0.625,Poor,1.291111111111111,0.02857142857142858,Low,4,0,9,Relaxed
6.3,0.8285714285714285,0.4444444444444445,1.0,Poor,2.532063492063492,0.11350293542074363,Moderate,4,2,10,Relaxed
6.4,0.8714285714285712,0.4444444444444445,1.0,Poor,2.563492063492064,0.11776061776061773,Moderate,2,3,12,Relaxed
3.6,0.6428571428571428,0.4444444444444445,1.0,Poor,1.4892063492063494,0.13975155279503104,Low,2,0,8,Relaxed
5.5,0.5857142857142856,0.5555555555555556,1.0,Poor,2.3050793650793655,0.0901098901098901,Moderate,0,2,9,Relaxed
5.4,0.657142857142857,0.6666666666666665,1.0,Poor,2.2952380952380955,0.10267857142857141,Moderate,2,3,12,Relaxed
3.8,0.6857142857142855,0.4444444444444445,1.0,Poor,1.5606349206349208,0.14285714285714282,Low,1,0,8,Relaxed
5.0,0.6857142857142855,0.4444444444444445,1.0,Poor,2.040634920634921,0.11428571428571425,Moderate,1,3,7,Relaxed
10.2,0.5285714285714285,0.7777777777777777,0.625,Poor,4.285396825396825,0.047193877551020405,High,0,1,8,Normal
6.0,0.6857142857142855,0.5555555555555556,1.0,Poor,2.4850793650793657,0.09795918367346935,Moderate,1,1,12,Relaxed
6.6,0.4142857142857143,0.6666666666666665,0.75,Poor,2.823809523809524,0.054511278195488726,Moderate,2,2,4,Relaxed
9.8,0.49999999999999994,0.8888888888888888,0.5,Poor,4.175555555555556,0.04629629629629629,High,2,3,11,Normal
1.0,0.5285714285714285,0.3333333333333333,1.0,Poor,0.4276190476190476,0.26428571428571423,Low,3,3,8,Relaxed
10.3,0.28571428571428564,1.0,0.5,Poor,4.4628571428571435,0.025284450063211117,High,4,3,12,Normal
7.5,0.7285714285714284,0.7777777777777777,0.875,Poor,3.165396825396825,0.0857142857142857,Moderate,4,2,12,Normal
3.5,0.3714285714285714,0.6666666666666665,1.0,Poor,1.5923809523809525,0.08253968253968252,Low,1,1,9,Relaxed
3.5,0.4857142857142857,0.4444444444444445,1.0,Poor,1.4806349206349207,0.10793650793650794,Low,2,0,7,Relaxed
7.6,0.5428571428571427,0.7777777777777777,0.75,Poor,3.2425396825396824,0.06312292358803985,Moderate,0,2,9,Normal
7.6,0.47142857142857136,0.7777777777777777,0.875,Poor,3.2568253968253966,0.0548172757475083,Moderate,4,2,10,Normal
6.9,0.857142857142857,0.3333333333333333,1.0,Poor,2.7219047619047623,0.10849909584086796,Moderate,4,3,6,Relaxed
4.1,0.8857142857142855,0.2222222222222222,1.0,Poor,1.5517460317460317,0.1736694677871148,Moderate,3,2,10,Relaxed
6.5,0.32857142857142857,0.5555555555555556,0.625,Poor,2.7565079365079366,0.04380952380952381,Moderate,0,1,12,Relaxed
4.7,0.4428571428571428,0.5555555555555556,0.75,Poor,2.0136507936507937,0.07769423558897241,Moderate,4,1,7,Relaxed
5.5,0.5285714285714285,0.6666666666666665,0.75,Poor,2.360952380952381,0.08131868131868131,Moderate,4,3,11,Relaxed
4.0,0.3428571428571429,0.6666666666666665,0.75,Poor,1.7980952380952382,0.06857142857142859,Moderate,3,2,9,Relaxed
4.6,0.6714285714285713,0.4444444444444445,1.0,Poor,1.8834920634920636,0.11989795918367345,Moderate,2,2,6,Relaxed
1.8,0.7857142857142856,0.2222222222222222,1.0,Poor,0.6517460317460319,0.28061224489795916,Low,0,2,5,Relaxed
9.0,0.4142857142857143,0.6666666666666665,0.875,Poor,3.783809523809524,0.04142857142857143,High,1,2,4,Normal
4.3,0.39999999999999997,0.4444444444444445,1.0,Poor,1.8177777777777777,0.07547169811320754,Moderate,0,2,7,Relaxed
8.7,0.5714285714285714,0.7777777777777777,0.75,Poor,3.676825396825397,0.05891016200294551,High,4,2,11,Normal
5.1,0.4857142857142857,0.6666666666666665,1.0,Poor,2.2095238095238097,0.07962529274004684,Moderate,1,2,9,Relaxed
4.8,0.4857142857142857,0.5555555555555556,1.0,Poor,2.0450793650793653,0.08374384236453201,Moderate,2,2,4,Relaxed
1.8,0.42857142857142855,0.3333333333333333,1.0,Poor,0.7676190476190476,0.15306122448979592,Low,0,0,10,Relaxed
9.8,0.9999999999999998,0.4444444444444445,1.0,Poor,3.897777777777778,0.09259259259259256,High,1,0,6,Normal
8.1,0.5285714285714285,0.6666666666666665,0.875,Poor,3.400952380952381,0.05808477237048665,High,4,0,6,Normal
4.1,0.2,0.7777777777777777,0.625,Poor,1.911111111111111,0.03921568627450981,Moderate,3,3,12,Relaxed
7.8,0.3714285714285714,1.0,0.75,Poor,3.4457142857142857,0.0422077922077922,Moderate,0,3,4,Normal
8.1,0.25714285714285706,1.0,0.5,Poor,3.5885714285714285,0.02825745682888539,High,3,0,4,Normal
6.4,0.4142857142857143,0.6666666666666665,0.875,Poor,2.7438095238095244,0.055984555984555984,Moderate,0,3,6,Relaxed
6.3,0.4857142857142857,0.5555555555555556,0.875,Poor,2.6450793650793654,0.06653620352250489,Moderate,0,1,12,Relaxed
6.0,0.15714285714285708,0.8888888888888888,0.5,Poor,2.7241269841269844,0.022448979591836726,Moderate,3,1,10,Relaxed
4.4,0.0,1.0,0.5,Poor,2.16,0.0,Moderate,3,0,4,Relaxed
5.2,0.6285714285714286,0.4444444444444445,1.0,Poor,2.132063492063492,0.10138248847926266,Moderate,0,0,8,Relaxed
4.1,0.3714285714285714,0.7777777777777777,0.75,Poor,1.8768253968253967,0.07282913165266106,Moderate,1,2,8,Relaxed
8.1,0.4857142857142857,0.7777777777777777,1.0,Poor,3.453968253968254,0.05337519623233909,High,0,2,8,Normal
9.3,0.4428571428571428,1.0,0.625,Poor,4.031428571428572,0.042995839112343955,High,0,2,10,Normal
6.7,0.6714285714285713,0.5555555555555556,1.0,Poor,2.767936507936508,0.08719851576994432,Moderate,1,3,12,Relaxed
5.0,0.3714285714285714,0.8888888888888888,0.75,Poor,2.2812698412698413,0.0619047619047619,Moderate,2,3,7,Relaxed
5.1,0.8428571428571427,0.1111111111111111,1.0,Poor,1.9158730158730157,0.13817330210772832,Moderate,1,0,11,Relaxed
6.7,0.857142857142857,0.2222222222222222,1.0,Poor,2.597460317460318,0.11131725417439702,Moderate,4,0,8,Relaxed
7.1,0.35714285714285715,0.8888888888888888,0.75,Poor,3.124126984126984,0.04409171075837743,Moderate,0,2,5,Normal
6.3,0.4428571428571428,0.6666666666666665,0.75,Poor,2.698095238095238,0.06066536203522504,Moderate,4,1,11,Relaxed
4.6,0.4857142857142857,0.4444444444444445,0.875,Poor,1.9206349206349207,0.08673469387755102,Moderate,2,1,12,Relaxed
8.3,0.7142857142857142,0.6666666666666665,1.0,Poor,3.443809523809524,0.07680491551459291,High,3,2,8,Normal
6.3,0.07142857142857145,0.8888888888888888,0.375,Poor,2.8612698412698414,0.009784735812133075,Moderate,3,0,12,Relaxed
6.9,0.6857142857142855,0.3333333333333333,1.0,Poor,2.7561904761904765,0.08679927667269437,Moderate,4,3,11,Relaxed
1.8,0.8142857142857141,0.1111111111111111,1.0,Poor,0.6015873015873017,0.2908163265306122,Low,1,2,12,Relaxed
5.6,0.5428571428571427,0.5555555555555556,1.0,Poor,2.3536507936507935,0.08225108225108223,Moderate,4,1,12,Relaxed
7.4,0.7,0.7777777777777777,1.0,Poor,3.1311111111111116,0.08333333333333333,Moderate,2,1,7,Normal
3.5,0.9428571428571426,0.1111111111111111,1.0,Poor,1.255873015873016,0.20952380952380947,Low,4,2,9,Relaxed
2.5,0.5857142857142856,0.3333333333333333,1.0,Poor,1.016190476190476,0.16734693877551018,Low,3,0,10,Relaxed
8.3,0.4142857142857143,0.7777777777777777,0.875,Poor,3.5482539682539684,0.0445468509984639,High,3,0,10,Normal
6.3,0.47142857142857136,0.5555555555555556,0.875,Poor,2.647936507936508,0.06457925636007827,Moderate,4,0,6,Relaxed
6.4,0.3714285714285714,0.6666666666666665,1.0,Poor,2.752380952380953,0.05019305019305018,Moderate,3,1,6,Relaxed
6.8,0.9999999999999998,0.2222222222222222,1.0,Poor,2.608888888888889,0.12820512820512817,Moderate,2,3,4,Relaxed
6.5,0.42857142857142855,0.6666666666666665,0.75,Poor,2.780952380952381,0.05714285714285714,Moderate,2,3,10,Relaxed
1.0,0.5714285714285714,0.2222222222222222,1.0,Poor,0.37460317460317466,0.2857142857142857,Low,0,3,6,Relaxed
5.2,0.47142857142857136,0.6666666666666665,1.0,Poor,2.2523809523809524,0.076036866359447,Moderate,3,2,7,Relaxed
5.7,0.8142857142857141,0.2222222222222222,1.0,Poor,2.2060317460317465,0.12153518123667374,Moderate,3,3,7,Relaxed
6.3,0.8428571428571427,0.3333333333333333,1.0,Poor,2.4847619047619047,0.11545988258317025,Moderate,1,3,11,Relaxed
6.1,0.6428571428571428,0.4444444444444445,1.0,Poor,2.489206349206349,0.09054325955734406,Moderate,4,1,5,Relaxed
5.1,0.9999999999999998,0.1111111111111111,1.0,Poor,1.8844444444444444,0.16393442622950816,Moderate,0,1,5,Relaxed
7.8,0.5428571428571427,0.8888888888888888,0.875,Poor,3.366984126984127,0.06168831168831167,Moderate,1,1,8,Normal
5.4,0.31428571428571433,0.6666666666666665,0.75,Poor,2.363809523809524,0.04910714285714286,Moderate,0,1,10,Relaxed
6.4,0.22857142857142848,0.6666666666666665,0.75,Poor,2.7809523809523813,0.030888030888030875,Moderate,3,3,10,Relaxed
9.2,0.5999999999999999,0.7777777777777777,0.625,Poor,3.8711111111111105,0.0588235294117647,High,3,1,6,Normal
3.1,0.7,0.4444444444444445,1.0,Poor,1.2777777777777781,0.17073170731707318,Low,3,1,5,Relaxed
1.5,0.8999999999999999,0.0,1.0,Poor,0.4200000000000001,0.36,Low,0,0,12,Relaxed
6.7,0.6428571428571428,0.5555555555555556,1.0,Poor,2.773650793650794,0.08348794063079776,Moderate,3,1,7,Relaxed
7.2,0.45714285714285713,0.8888888888888888,1.0,Poor,3.1441269841269843,0.05574912891986063,Moderate,1,1,7,Normal
10.4,0.5857142857142856,0.8888888888888888,0.625,Poor,4.398412698412698,0.05137844611528821,High,4,3,10,Normal
6.1,0.22857142857142848,0.7777777777777777,0.875,Poor,2.7053968253968255,0.03219315895372232,Moderate,1,1,10,Relaxed
5.6,0.32857142857142857,0.6666666666666665,0.875,Poor,2.4409523809523805,0.049783549783549784,Moderate,3,3,7,Relaxed
4.9,0.21428571428571425,1.0,0.625,Poor,2.3171428571428576,0.03631961259079902,Moderate,3,1,7,Relaxed
8.2,0.11428571428571427,0.7777777777777777,0.375,Poor,3.5682539682539685,0.012422360248447204,High,0,1,6,Normal
7.0,0.7142857142857142,0.6666666666666665,1.0,Poor,2.923809523809524,0.08928571428571427,Moderate,3,1,4,Relaxed
7.6,0.5999999999999999,0.4444444444444445,1.0,Poor,3.097777777777778,0.0697674418604651,Moderate,2,1,10,Normal
6.6,0.9999999999999998,0.3333333333333333,1.0,Poor,2.5733333333333333,0.13157894736842102,Moderate,4,0,8,Relaxed
7.7,0.0,1.0,0.5,Poor,3.48,0.0,Moderate,2,2,11,Normal
8.8,0.7714285714285714,0.4444444444444445,1.0,Poor,3.543492063492064,0.07871720116618075,High,2,2,11,Normal
7.2,0.42857142857142855,0.5555555555555556,0.875,Poor,3.016507936507937,0.05226480836236934,Moderate,4,3,8,Normal
4.9,0.49999999999999994,0.4444444444444445,1.0,Poor,2.037777777777778,0.08474576271186439,Moderate,4,0,9,Relaxed
4.1,0.6142857142857141,0.4444444444444445,1.0,Poor,1.694920634920635,0.12044817927170866,Moderate,2,1,11,Relaxed
6.3,0.7999999999999998,0.2222222222222222,1.0,Poor,2.448888888888889,0.10958904109589039,Moderate,2,2,4,Relaxed
9.0,0.32857142857142857,1.0,0.5,Poor,3.934285714285714,0.032857142857142856,High,4,1,6,Normal
6.4,0.4857142857142857,0.8888888888888888,0.625,Poor,2.818412698412699,0.06563706563706563,Moderate,4,0,10,Relaxed
2.7,0.5428571428571427,0.3333333333333333,1.0,Poor,1.1047619047619048,0.14671814671814667,Low,4,0,4,Relaxed
9.6,0.9999999999999998,0.6666666666666665,1.0,Poor,3.9066666666666663,0.09433962264150941,High,3,1,11,Normal
6.9,0.5999999999999999,0.5555555555555556,1.0,Poor,2.8622222222222224,0.07594936708860757,Moderate,3,0,6,Relaxed
5.8,0.5142857142857142,0.5555555555555556,0.875,Poor,2.4393650793650794,0.07563025210084033,Moderate,2,1,10,Relaxed
5.7,0.39999999999999997,0.5555555555555556,0.75,Poor,2.4222222222222225,0.059701492537313425,Moderate,3,3,7,Relaxed
1.4,0.45714285714285713,0.3333333333333333,1.0,Poor,0.6019047619047618,0.19047619047619047,Low,1,3,12,Relaxed
4.3,0.4142857142857143,0.3333333333333333,0.75,Poor,1.7704761904761903,0.07816711590296496,Moderate,3,3,6,Relaxed
4.3,0.42857142857142855,0.5555555555555556,0.875,Poor,1.8565079365079367,0.08086253369272237,Moderate,2,0,12,Relaxed
7.2,0.7,0.7777777777777777,1.0,Poor,3.0511111111111116,0.08536585365853659,Moderate,1,1,7,Normal
5.6,0.5142857142857142,0.6666666666666665,0.875,Poor,2.4038095238095236,0.07792207792207792,Moderate,4,3,8,Relaxed
8.2,0.4142857142857143,0.7777777777777777,0.625,Poor,3.5082539682539684,0.04503105590062113,High,3,0,10,Normal
1.7,0.21428571428571425,0.5555555555555556,0.875,Poor,0.8593650793650794,0.07936507936507935,Low,1,3,11,Relaxed
10.5,0.7285714285714284,0.6666666666666665,0.75,Poor,4.320952380952381,0.06335403726708073,High,4,2,4,Normal
8.5,0.42857142857142855,0.7777777777777777,0.5,Poor,3.6253968253968254,0.045112781954887216,High,2,1,12,Normal
6.9,0.42857142857142855,0.7777777777777777,0.875,Poor,2.9853968253968257,0.05424954792043399,Moderate,0,3,10,Relaxed
5.3,0.6285714285714286,0.3333333333333333,1.0,Poor,2.1276190476190475,0.09977324263038549,Moderate,3,2,6,Relaxed
7.6,0.38571428571428573,0.6666666666666665,0.875,Poor,3.2295238095238097,0.044850498338870434,Moderate,3,3,7,Normal
6.2,0.7285714285714284,0.4444444444444445,1.0,Poor,2.5120634920634926,0.10119047619047616,Moderate,0,0,6,Relaxed
5.6,0.5142857142857142,0.5555555555555556,1.0,Poor,2.3593650793650793,0.07792207792207792,Moderate,4,1,6,Relaxed
7.5,0.8428571428571427,0.3333333333333333,1.0,Poor,2.9647619047619047,0.0991596638655462,Moderate,3,0,5,Relaxed
7.7,0.6285714285714286,0.6666666666666665,1.0,Poor,3.220952380952381,0.07224958949096881,Moderate,4,2,11,Normal
6.7,0.6285714285714286,0.6666666666666665,0.875,Poor,2.820952380952381,0.08163265306122448,Moderate,1,2,12,Relaxed
